level,unit_id,unit_name,zone,terminal,ym,invoices_issued,billed_cr,collected_cr,outstanding_cr,collection_pct
berth,WB-1,WB-1 — West Basin Coal Berth 1,Dry Bulk & General,WBC,2026-07,0,0.0,1.94,0.02,100.0
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2026-07,2,2.04,5.21,0.02,100.0
port,INMUN,Mundra Port,,,2026-08,10,10.09,6.96,13.69,98.3
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2026-08,2,2.95,0.88,4.0,98.6
zone,CONTAINER,Container,Container,,2026-08,5,5.67,4.94,8.83,96.8
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2026-08,3,1.47,1.13,0.86,99.7
terminal,AMC2,AMCT-2,Container,AMC2,2026-08,1,0.71,1.76,1.67,96.0
terminal,AMCT,Adani Mundra Container Terminal,Container,AMCT,2026-08,1,0.92,0.0,0.94,98.0
terminal,CT3,CT-3 (AICT),Container,CT3,2026-08,3,4.04,2.48,2.95,96.7
terminal,CT4,CT-4 (ACMT JV),Container,CT4,2026-08,0,0.0,0.7,2.48,95.8
terminal,LQB,Liquid Berths,Liquid & Offshore,LQB,2026-08,3,1.47,1.13,0.83,98.3
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2026-08,0,0.0,0.88,1.1,98.6
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2026-08,1,0.64,0.0,0.63,98.5
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2026-08,1,2.31,0.0,2.32,98.6
berth,AMC2-1,AMC2-1 — AMCT-2 Berth 1,Container,AMC2,2026-08,1,0.71,0.76,0.71,96.8
berth,AMC2-2,AMC2-2 — AMCT-2 Berth 2,Container,AMC2,2026-08,0,0.0,1.01,0.97,95.0
berth,AMCT-2,AMCT-2 — AMCT Berth 2,Container,AMCT,2026-08,1,0.92,0.0,0.94,96.1
berth,CT3-1,CT3-1 — CT-3 Berth 1,Container,CT3,2026-08,1,1.07,0.0,1.08,95.8
berth,CT3-2,CT3-2 — CT-3 Berth 2,Container,CT3,2026-08,1,1.21,0.0,1.91,92.1
berth,CT3-3,CT3-3 — CT-3 Berth 3,Container,CT3,2026-08,0,0.0,0.72,0.0,100.1
berth,CT3-4,CT3-4 — CT-3 Berth 4,Container,CT3,2026-08,1,1.76,1.76,0.01,100.0
berth,CT4-2,CT4-2 — CT-4 Berth 2,Container,CT4,2026-08,0,0.0,0.7,0.98,96.4
berth,LB-1,LB-1 — Liquid Berth 1,Liquid & Offshore,LQB,2026-08,0,0.0,0.54,0.0,100.1
berth,LB-2,LB-2 — Liquid Berth 2,Liquid & Offshore,LQB,2026-08,2,0.87,0.0,0.88,92.9
berth,LB-3,LB-3 — Liquid Berth 3,Liquid & Offshore,LQB,2026-08,1,0.6,0.6,0.0,100.1
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2026-08,0,0.0,0.88,0.41,98.2
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2026-08,1,0.64,0.0,0.63,98.5
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2026-08,1,2.31,0.0,2.33,97.6
